id,player_id,team_id,year,G,AB,H,2B,3B,HR,RBI,SB
21398,2825,107,1926,86,324,72,14,5,0,28,10
21399,2825,22,1926,27,100,26,3,1,0,7,0
21400,2848,103,1926,38,96,23,5,1,0,13,0
21401,2856,15,1926,45,165,47,6,2,2,16,0
21402,2856,93,1926,35,52,20,5,1,0,11,0
21403,2928,88,1926,5,17,4,1,0,1,1,0
21404,2932,42,1926,5,1,0,0,0,0,0,0
21405,3251,42,1926,114,329,115,15,7,0,41,8
21406,3276,31,1926,2,4,0,0,0,0,0,0
21407,3306,22,1926,11,14,1,1,0,0,1,0
21408,3313,34,1926,12,38,13,2,2,0,7,0
21409,3450,121,1926,1,1,0,0,0,0,0,0
21410,3451,15,1926,2,0,0,0,0,0,0,0
21411,3469,52,1926,79,233,79,18,5,4,62,9
21412,3475,100,1926,120,370,101,8,9,8,47,5
21413,3497,88,1926,32,35,9,0,1,0,8,0
21414,3562,34,1926,106,375,129,32,4,1,62,13
21415,3572,93,1926,102,290,83,11,3,7,35,3
21416,3575,52,1926,31,39,6,1,0,0,5,0
21417,3603,93,1926,145,606,181,31,12,8,55,8
21418,3611,107,1926,8,15,4,1,1,0,0,1
21419,3646,34,1926,31,32,5,0,0,0,3,1
21420,3650,88,1926,2,1,0,0,0,0,0,0
21421,3735,31,1926,141,513,129,18,5,1,47,11
21422,3736,14,1926,64,126,38,3,2,0,18,6
21423,3756,31,1926,8,18,7,0,1,0,2,1
21424,3756,52,1926,8,4,0,0,0,0,1,0
21425,3846,88,1926,2,1,0,0,0,0,0,0
21426,3850,103,1926,17,26,8,0,1,0,1,1
21427,3880,144,1926,36,82,17,3,2,0,3,0
21428,3899,22,1926,124,398,118,17,4,1,45,6
21429,3907,34,1926,2,2,1,0,0,0,0,0
21430,4005,42,1926,155,607,164,24,14,3,79,7
21431,4026,107,1926,38,83,22,2,2,0,11,0
21432,4055,34,1926,49,135,32,4,1,0,17,0
21433,4059,144,1926,19,38,9,1,0,0,2,0
21434,4129,107,1926,4,0,0,0,0,0,0,0
21435,4131,93,1926,2,2,1,0,0,0,0,0
21436,4139,88,1926,7,16,5,3,0,0,4,0
21437,4195,107,1926,157,614,197,31,15,8,92,35
21438,4314,52,1926,35,42,10,5,1,1,5,0
21439,4340,88,1926,38,18,4,0,0,0,1,0
21440,4363,120,1926,27,24,4,1,0,0,1,0
21441,4393,93,1926,1,0,0,0,0,0,0,0
21442,4438,42,1926,4,2,0,0,0,0,0,0
21443,4458,103,1926,63,102,27,4,0,3,19,0
21444,4465,22,1926,48,115,33,11,0,0,13,0
21445,4470,103,1926,2,1,0,0,0,0,0,0
21446,4816,120,1926,33,89,17,3,1,0,8,1
21447,4893,42,1926,47,106,33,5,2,0,14,0
21448,4950,121,1926,139,530,163,20,4,3,52,23
21449,4956,22,1926,2,8,0,0,0,0,0,0
21450,4982,52,1926,2,1,1,0,0,0,0,0
21451,5021,42,1926,127,474,126,27,11,4,48,0
21452,5086,93,1926,123,434,125,19,5,1,64,2
21453,5122,103,1926,5,4,1,0,0,0,1,0
21454,5180,120,1926,80,219,52,7,5,3,16,0
21455,5199,121,1926,6,2,1,0,0,0,0,0
21456,5202,100,1926,124,429,123,32,5,1,44,6
21457,5290,14,1926,3,9,0,0,0,0,0,0
21458,5292,34,1926,32,46,5,1,0,0,3,0
21459,5318,15,1926,14,34,5,2,0,0,3,0
21460,5318,100,1926,21,46,7,1,0,0,5,1
21461,5320,22,1926,44,24,6,1,0,0,0,1
21462,5325,46,1926,37,80,25,7,1,0,7,1
21463,5406,42,1926,80,224,44,7,6,0,18,1
21464,5420,100,1926,19,19,2,0,0,0,0,0
21465,5431,144,1926,1,0,0,0,0,0,0,0
21466,5587,34,1926,27,60,9,2,0,0,10,0
21467,5614,34,1926,155,566,195,43,4,8,108,9
21468,5615,120,1926,19,31,6,1,0,0,2,0
21469,5655,88,1926,67,171,49,10,1,2,23,4
21470,5701,22,1926,134,432,121,21,7,3,53,9
21471,5717,144,1926,19,11,2,0,0,0,3,0
21472,5766,22,1926,105,337,82,16,3,2,24,9
21473,5887,15,1926,31,97,25,2,0,0,8,1
21474,5901,88,1926,37,86,11,2,0,0,3,0
21475,5906,15,1926,98,415,124,31,7,3,31,4
21476,5965,88,1926,76,188,43,4,3,2,14,2
21477,5976,121,1926,40,74,20,1,0,3,9,1
21478,6036,42,1926,57,197,55,6,1,0,18,1
21479,6049,15,1926,3,2,0,0,0,0,0,0
21480,6089,52,1926,110,387,142,31,7,3,73,4
21481,6093,22,1926,87,243,69,9,2,11,48,0
21482,6098,15,1926,2,8,1,0,0,0,1,0
21483,6121,100,1926,26,32,10,2,1,0,5,1
21484,6206,31,1926,140,508,137,27,7,3,51,6
21485,6219,100,1926,112,397,121,18,7,1,36,2
21486,6228,103,1926,144,478,128,21,3,1,51,2
21487,6250,88,1926,135,545,171,29,4,5,44,23
21488,6391,100,1926,133,408,98,13,6,0,49,8
21489,6565,15,1926,98,301,67,5,3,0,21,3
21490,6567,120,1926,32,78,13,2,1,1,4,1
21491,6582,14,1926,79,266,71,9,4,0,8,17
21492,6587,93,1926,66,168,39,6,0,0,20,2
21493,6606,52,1926,123,459,127,19,17,1,48,9
21494,6608,93,1926,155,572,179,47,20,16,112,6
21495,6619,14,1926,37,67,11,0,1,0,2,0
21496,6642,120,1926,131,411,111,8,0,0,42,0
21497,6676,15,1926,4,10,3,0,0,0,0,0
21498,6685,120,1926,22,29,8,0,0,0,2,0
21499,6699,14,1926,24,47,16,4,0,0,7,0
21500,6708,52,1926,36,72,18,4,0,0,2,0
21501,6901,14,1926,19,38,8,2,0,0,5,0
21502,6972,31,1926,80,253,63,13,3,1,23,3
21503,6989,107,1926,86,218,59,15,1,1,42,1
21504,7053,144,1926,147,568,201,26,15,17,108,8
21505,7078,34,1926,48,122,32,1,1,1,11,0
21506,7110,14,1926,15,12,2,0,0,0,0,0
21507,7128,107,1926,141,449,143,27,13,8,70,6
21508,7147,31,1926,2,5,0,0,0,0,0,0
21509,7155,100,1926,38,51,11,3,0,0,2,0
21510,7200,88,1926,39,65,6,1,0,0,1,0
21511,7284,22,1926,31,81,18,4,0,0,9,2
21512,7288,103,1926,32,101,30,5,0,0,15,0
21513,7291,31,1926,147,524,145,30,6,8,82,3
21514,7306,88,1926,12,35,8,2,0,0,3,0
21515,7333,100,1926,45,81,8,1,1,0,6,0
21516,7398,34,1926,16,35,8,3,1,0,8,0
21517,7479,144,1926,1,0,0,0,0,0,0,0
21518,7485,121,1926,78,225,61,19,2,4,38,2
21519,7510,121,1926,33,61,13,1,0,0,1,0
21520,7531,100,1926,111,327,92,22,9,4,43,1
21521,7536,121,1926,19,16,4,1,0,0,0,0
21522,7588,88,1926,1,3,0,0,0,0,0,0
21523,7647,15,1926,138,462,102,15,7,0,52,13
21524,7719,42,1926,105,326,115,22,8,6,62,2
21525,7720,22,1926,85,208,52,13,2,2,23,1
21526,7722,120,1926,92,235,66,16,3,7,37,3
21527,7742,103,1926,56,194,61,6,5,7,38,6
21528,7770,144,1926,141,537,152,39,9,1,63,16
21529,7792,144,1926,92,257,79,13,9,5,55,2
21530,7808,100,1926,12,17,1,0,0,0,0,0
21531,7808,15,1926,21,34,7,0,0,0,1,0
21532,7809,34,1926,80,222,56,11,3,2,27,8
21533,7839,88,1926,13,21,1,0,0,0,0,0
21534,7848,31,1926,93,284,78,25,3,8,41,0
21535,7909,100,1926,91,229,44,10,0,8,36,1
21536,7954,52,1926,12,11,3,0,0,0,5,0
21537,7976,14,1926,34,30,3,0,0,0,1,0
21538,7985,31,1926,139,510,141,33,3,10,53,18
21539,8025,52,1926,141,502,184,41,8,9,103,6
21540,8026,100,1926,14,10,1,1,0,0,1,0
21541,8026,15,1926,26,44,13,0,0,0,3,0
21542,8112,103,1926,99,283,80,14,1,2,30,1
21543,8167,22,1926,137,496,158,35,11,11,81,8
21544,8244,15,1926,74,237,61,14,1,0,19,0
21545,8341,14,1926,130,476,141,17,10,2,66,4
21546,8359,107,1926,6,17,3,0,0,0,3,0
21547,8455,46,1926,3,5,1,0,0,0,0,0
21548,8512,14,1926,4,14,4,1,1,0,5,0
21549,8547,42,1926,3,2,1,0,0,0,0,0
21550,8569,52,1926,36,46,11,1,0,0,1,0
21551,8588,121,1926,55,144,41,5,1,0,21,3
21552,8649,121,1926,134,527,167,34,5,11,93,3
21553,8754,93,1926,40,76,16,3,0,0,4,0
21554,8767,103,1926,118,376,92,17,7,1,34,9
21555,8777,42,1926,17,20,5,1,0,0,1,0
21556,8779,46,1926,8,8,1,1,0,0,0,0
21557,8867,34,1926,131,470,129,26,4,3,48,24
21558,8894,121,1926,9,8,0,0,0,0,0,0
21559,8894,31,1926,11,7,1,0,0,0,0,0
21560,9047,88,1926,111,385,126,24,8,8,51,2
21561,9051,120,1926,50,182,52,15,1,2,21,1
21562,9051,15,1926,98,394,120,36,1,6,69,4
21563,9060,22,1926,110,288,71,9,2,0,23,5
21564,9101,46,1926,143,555,166,33,7,2,45,9
21565,9136,144,1926,21,30,7,2,0,0,3,0
21566,9158,15,1926,21,50,9,1,1,0,6,0
21567,9158,100,1926,6,23,4,2,0,0,0,0
21568,9220,52,1926,35,28,4,0,0,0,3,0
21569,9272,93,1926,1,0,0,0,0,0,0,0
21570,9278,14,1926,23,57,14,1,0,1,5,2
21571,9278,88,1926,37,69,16,0,0,0,5,0
21572,9336,121,1926,19,12,0,0,0,0,0,0
21573,9343,144,1926,35,103,20,5,0,1,12,0
21574,9392,144,1926,5,10,2,0,0,0,0,0
21575,9433,31,1926,30,50,13,4,0,0,6,0
21576,9442,93,1926,44,49,10,1,0,0,4,1
21577,9457,103,1926,19,34,4,1,0,0,2,0
21578,9458,120,1926,12,7,0,0,0,0,0,0
21579,9513,144,1926,134,453,132,25,11,7,92,7
21580,9569,34,1926,143,480,141,24,10,0,62,12
21581,9601,46,1926,31,45,10,5,0,0,2,0
21582,9617,31,1926,30,60,15,2,0,1,7,1
21583,9641,103,1926,4,2,0,0,0,0,0,0
21584,9663,121,1926,26,53,3,0,0,0,1,0
21585,9684,144,1926,7,1,0,0,0,0,0,0
21586,9718,88,1926,136,499,151,24,4,13,80,4
21587,9724,31,1926,65,176,59,15,3,0,32,0
21588,9731,103,1926,4,3,0,0,0,0,0,0
21589,9846,15,1926,11,7,1,1,0,0,0,0
21590,9891,103,1926,20,28,6,2,1,0,2,0
21591,10033,52,1926,2,5,0,0,0,0,0,0
21592,10045,103,1926,40,56,12,1,0,2,8,1
21593,10054,46,1926,31,24,8,1,1,0,4,0
21594,10096,93,1926,147,617,167,26,8,5,62,4
21595,10166,107,1926,6,4,1,0,0,0,0,0
21596,10207,107,1926,37,83,21,4,1,1,14,0
21597,10316,46,1926,13,24,4,0,0,1,2,0
21598,10360,100,1926,116,419,119,17,6,5,50,4
21599,10381,120,1926,36,79,16,4,3,0,9,0
21600,10425,15,1926,1,1,0,0,0,0,0,0
21601,10559,93,1926,155,589,162,28,14,18,114,16
21602,10562,103,1926,129,492,162,29,7,11,71,6
21603,10602,46,1926,21,40,7,1,0,1,2,0
21604,10610,15,1926,2,7,1,0,0,0,0,0
21605,10654,46,1926,4,4,0,0,0,0,0,0
21606,10749,34,1926,6,7,1,0,0,0,0,0
21607,10757,46,1926,33,83,17,2,0,0,6,0
21608,10856,88,1926,140,543,164,19,9,9,76,11
21609,10965,144,1926,1,0,0,0,0,0,0,0
21610,11131,42,1926,66,76,23,4,4,0,14,0
21611,11177,15,1926,18,4,0,0,0,0,0,0
21612,11186,42,1926,34,78,27,5,0,0,8,0
21613,11196,46,1926,142,475,124,28,6,0,59,6
21614,11238,34,1926,41,104,22,1,1,0,3,0
21615,11259,15,1926,3,3,1,0,0,0,0,0
21616,11371,107,1926,4,2,0,0,0,0,0,0
21617,11399,121,1926,1,0,0,0,0,0,0,0
21618,11476,52,1926,75,176,35,4,0,0,14,1
21619,11496,14,1926,50,129,39,8,2,1,20,5
21620,11518,52,1926,136,498,188,35,8,14,86,11
21621,11531,22,1926,78,234,55,8,5,0,24,7
21622,11532,144,1926,64,34,6,1,0,0,3,0
21623,11587,22,1926,109,360,96,13,9,3,42,12
21624,11835,103,1926,14,12,3,0,0,0,1,0
21625,11871,42,1926,45,48,7,0,0,0,0,0
21626,11886,42,1926,39,98,22,2,4,0,8,0
21627,11923,34,1926,1,0,0,0,0,0,0,0
21628,11953,15,1926,6,3,0,0,0,0,0,0
21629,12055,34,1926,44,86,28,7,2,1,11,0
21630,12175,22,1926,33,55,8,1,1,0,4,0
21631,12211,107,1926,47,127,38,6,1,0,13,1
21632,12301,120,1926,149,549,156,30,10,9,68,5
21633,12313,88,1926,57,91,17,2,0,0,6,1
21634,12327,88,1926,6,0,0,0,0,0,0,0
21635,12332,144,1926,124,442,134,20,12,0,48,18
21636,12340,46,1926,48,56,14,2,1,0,6,0
21637,12346,93,1926,17,7,0,0,0,0,0,0
21638,12354,88,1926,34,53,7,2,0,0,5,0
21639,12368,22,1926,42,64,7,1,0,0,0,0
21640,12377,107,1926,36,88,20,0,0,0,9,0
21641,12379,42,1926,1,1,0,0,0,0,0,0
21642,12406,42,1926,7,6,0,0,0,0,0,0
21643,12447,120,1926,99,385,98,18,5,1,30,6
21644,12509,93,1926,1,2,0,0,0,0,0,0
21645,12551,100,1926,20,67,16,3,0,0,12,1
21646,12554,93,1926,108,413,130,22,3,12,81,16
21647,12555,88,1926,129,449,131,25,10,6,65,5
21648,12588,31,1926,2,0,0,0,0,0,0,0
21649,12631,100,1926,38,110,32,6,2,2,13,4
21650,12631,120,1926,94,353,117,27,5,4,50,7
21651,12670,46,1926,18,24,2,0,0,0,2,0
21652,12758,31,1926,18,19,1,0,0,0,0,0
21653,12802,103,1926,39,78,19,4,0,0,6,0
21654,12842,14,1926,40,46,8,3,0,0,2,0
21655,12850,103,1926,127,456,138,23,5,6,62,4
21656,12931,88,1926,28,81,18,4,0,0,10,2
21657,12938,15,1926,5,18,3,0,0,0,0,0
21658,12951,107,1926,43,132,30,8,1,0,19,3
21659,12951,14,1926,54,184,49,3,2,0,15,6
21660,13020,34,1926,73,192,61,10,3,0,21,3
21661,13082,144,1926,26,17,4,0,0,0,0,0
21662,13105,107,1926,26,39,3,0,0,0,0,0
21663,13159,22,1926,1,1,0,0,0,0,0,0
21664,13160,34,1926,148,600,197,41,15,4,42,35
21665,13198,121,1926,52,191,51,7,5,3,28,8
21666,13198,88,1926,85,305,76,6,2,4,29,7
21667,13202,107,1926,19,62,15,0,1,0,3,0
21668,13215,52,1926,11,13,1,0,0,0,0,1
21669,13267,31,1926,33,101,26,2,2,3,15,0
21670,13304,107,1926,16,17,2,0,0,0,6,0
21671,13340,144,1926,12,36,5,0,0,0,2,0
21672,13376,46,1926,56,117,29,5,2,0,13,1
21673,13377,144,1926,132,434,132,18,6,1,62,10
21674,13484,88,1926,2,1,0,0,0,0,0,0
21675,13484,42,1926,7,5,1,0,0,0,0,0
21676,13493,14,1926,30,93,20,5,2,0,8,4
21677,13541,52,1926,97,242,72,14,4,0,15,4
21678,13546,120,1926,12,27,5,1,0,0,0,0
21679,13586,107,1926,3,3,1,0,0,0,0,0
21680,13659,103,1926,93,311,91,18,2,4,41,5
21681,13845,121,1926,147,492,144,30,9,7,68,1
21682,13852,144,1926,22,27,5,0,0,0,2,0
21683,13889,107,1926,17,9,2,1,0,0,1,0
21684,13971,22,1926,75,201,42,5,3,0,20,3
21685,14001,52,1926,111,363,88,16,1,1,41,8
21686,14048,31,1926,31,41,6,1,0,0,4,0
21687,14100,88,1926,35,60,23,2,0,0,4,1
21688,14166,46,1926,36,62,13,0,1,0,6,1
21689,14207,144,1926,7,3,1,0,0,0,0,0
21690,14308,93,1926,96,258,74,12,3,7,32,7
21691,14326,100,1926,47,27,4,2,0,0,4,0
21692,14427,144,1926,57,147,35,4,1,1,14,3
21693,14498,93,1926,40,85,18,2,0,0,6,0
21694,14582,100,1926,63,148,43,6,0,0,19,0
21695,14672,22,1926,38,97,17,5,0,0,8,1
21696,14749,42,1926,89,240,63,16,1,2,31,4
21697,14769,31,1926,19,35,9,3,0,0,3,0
21698,14776,103,1926,39,24,3,0,0,0,1,0
21699,14814,42,1926,71,207,46,7,4,0,24,2
21700,14830,42,1926,155,574,167,22,15,6,99,8
21701,14885,88,1926,2,1,0,0,0,0,0,0
21702,14924,100,1926,112,361,106,23,5,8,63,4
21703,14952,88,1926,2,0,0,0,0,0,0,0
21704,15080,42,1926,3,5,1,0,1,0,1,0
21705,15115,34,1926,11,33,6,2,1,0,6,0
21706,15165,100,1926,31,46,8,2,0,0,3,0
21707,15246,103,1926,1,1,1,0,0,0,0,0
21708,15350,107,1926,61,181,42,6,0,0,20,3
21709,15444,144,1926,20,49,11,0,1,0,7,1
21710,15447,15,1926,108,403,106,21,3,4,34,6
21711,15482,121,1926,40,63,20,2,2,0,11,1
21712,15592,121,1926,34,96,18,1,0,1,12,0
21713,15605,107,1926,109,366,92,14,3,2,39,1
21714,15609,103,1926,19,54,8,0,1,0,10,0
21715,15611,120,1926,148,578,181,27,10,9,59,10
21716,15616,144,1926,152,641,216,32,14,3,76,24
21717,15670,14,1926,4,12,2,0,0,0,0,0
21718,15700,15,1926,148,525,142,32,6,4,53,6
21719,15715,88,1926,39,56,8,1,0,0,2,0
21720,15775,42,1926,37,84,19,0,0,0,8,0
21721,15800,120,1926,8,10,3,0,0,0,2,0
21722,15817,120,1926,78,247,62,12,6,1,19,5
21723,16070,100,1926,37,61,6,1,0,0,2,0
21724,16092,31,1926,42,91,13,1,0,1,7,0
21725,16135,15,1926,104,285,76,12,3,4,34,4
21726,16146,15,1926,1,1,0,0,0,0,0,0
21727,16176,15,1926,15,17,5,1,0,0,2,0
21728,16181,42,1926,144,563,182,37,10,7,79,8
21729,16234,144,1926,117,368,110,22,4,1,53,7
21730,16236,144,1926,47,92,23,2,0,1,11,0
21731,16236,93,1926,13,21,2,0,0,0,0,0
21732,16243,15,1926,37,51,10,1,0,1,5,0
21733,16280,15,1926,36,21,4,0,0,0,0,0
21734,16296,93,1926,152,495,184,30,5,47,150,11
21735,16327,14,1926,7,5,1,0,0,0,0,0
21736,16473,103,1926,149,567,154,30,5,4,37,2
21737,16624,34,1926,82,226,60,9,1,0,32,5
21738,16628,120,1926,103,285,94,19,5,8,50,5
21739,16740,31,1926,10,18,1,1,0,0,0,0
21740,16822,34,1926,40,143,36,10,1,0,13,1
21741,16822,42,1926,4,6,4,0,0,0,1,0
21742,16826,88,1926,51,83,28,4,2,1,13,0
21743,16836,31,1926,77,189,54,13,1,3,34,3
21744,16951,144,1926,22,34,7,1,0,0,4,0
21745,16951,93,1926,41,127,34,8,1,0,13,1
21746,16959,46,1926,154,578,187,41,5,4,85,17
21747,16960,46,1926,126,433,103,16,4,0,46,9
21748,16989,15,1926,69,191,54,12,2,0,21,1
21749,16999,31,1926,19,51,17,5,0,0,4,0
21750,17016,46,1926,34,73,20,3,0,0,6,1
21751,17031,93,1926,29,35,9,1,0,0,3,0
21752,17057,107,1926,9,9,1,0,0,0,1,0
21753,17059,34,1926,145,525,157,40,2,6,89,3
21754,17089,121,1926,36,90,22,5,1,1,8,0
21755,17149,93,1926,41,76,13,1,0,0,4,0
21756,17200,14,1926,31,73,15,1,0,0,5,0
21757,17208,100,1926,13,43,11,0,0,0,2,0
21758,17229,100,1926,147,583,199,53,10,19,109,11
21759,17288,120,1926,150,613,178,21,12,7,71,12
21760,17306,93,1926,6,11,1,0,0,0,0,0
21761,17342,88,1926,2,8,0,0,0,0,0,0
21762,17374,88,1926,1,0,0,0,0,0,0,0
21763,17387,14,1926,40,84,25,6,2,0,13,0
21764,17428,107,1926,105,292,101,17,2,2,46,1
21765,17446,52,1926,23,5,0,0,0,0,1,0
21766,17463,121,1926,1,1,0,0,0,0,0,0
21767,17463,14,1926,96,322,100,15,2,2,25,11
21768,17494,88,1926,4,7,1,0,0,0,0,0
21769,17526,46,1926,27,65,14,3,1,1,11,0
21770,17595,88,1926,55,148,32,3,2,5,16,0
21771,17643,15,1926,2,0,0,0,0,0,0,0
21772,17645,107,1926,35,38,4,0,1,0,2,0
21773,17667,103,1926,14,53,13,1,0,3,10,0
21774,17668,121,1926,15,13,3,0,0,0,0,0
21775,17679,88,1926,36,116,38,6,1,5,30,1
21776,17679,121,1926,99,391,124,22,6,11,69,13
21777,17703,46,1926,150,539,164,52,8,7,86,6
21778,17706,46,1926,2,0,0,0,0,0,0,0
21779,17727,107,1926,28,43,17,3,0,0,4,0
21780,17767,42,1926,1,1,0,0,0,0,0,0
21781,17780,46,1926,149,614,181,31,3,0,49,7
21782,17814,22,1926,66,113,39,8,2,0,14,0
21783,17893,34,1926,13,14,0,0,0,0,1,0
21784,17945,31,1926,82,281,95,18,3,3,44,2
21785,17992,144,1926,62,63,17,6,1,0,9,8
21786,18021,22,1926,3,8,0,0,0,0,0,0
21787,18029,15,1926,30,86,14,3,3,0,6,0
21788,18045,52,1926,32,53,9,1,0,0,5,0
21789,18138,22,1926,2,0,0,0,0,0,0,0
21790,18168,103,1926,6,9,0,0,0,0,0,0
21791,18194,42,1926,1,1,0,0,0,0,0,0
21792,18243,46,1926,154,581,179,31,6,4,76,15
21793,18366,103,1926,6,1,0,0,0,0,0,0
21794,18417,144,1926,59,142,38,5,2,1,13,0
21795,18441,52,1926,156,532,141,22,14,1,58,8
21796,18466,144,1926,21,50,15,0,1,1,5,1
21797,18471,14,1926,92,272,73,8,2,0,33,4
21798,18503,14,1926,125,432,110,22,3,0,42,1
21799,18554,88,1926,98,225,65,12,5,5,43,3
21800,18592,121,1926,156,563,144,15,5,2,63,8
21801,18638,144,1926,6,2,0,0,0,0,0,0
21802,18642,93,1926,33,43,5,0,0,0,1,0
21803,18650,34,1926,44,86,16,0,0,0,7,0
21804,18667,88,1926,2,8,5,0,0,0,1,1
21805,18737,34,1926,38,61,19,4,0,0,5,0
21806,18782,144,1926,27,33,7,0,1,0,3,0
21807,18782,15,1926,51,209,57,9,0,1,14,6
21808,18795,15,1926,154,599,153,19,12,7,69,3
21809,18810,31,1926,57,80,25,6,1,1,8,0
21810,18834,121,1926,64,88,22,3,2,0,9,1
21811,18913,107,1926,152,574,182,25,17,3,92,8
21812,19052,88,1926,97,335,98,16,1,3,35,6
21813,19054,144,1926,3,2,0,0,0,0,0,0
21814,19063,46,1926,50,132,30,3,0,1,11,2
21815,19070,103,1926,45,49,12,3,0,0,3,0
21816,19182,22,1926,24,55,10,0,0,0,7,0
21817,19198,120,1926,42,58,11,3,1,0,4,0
21818,19223,14,1926,4,0,0,0,0,0,0,0
21819,19283,34,1926,5,4,1,0,0,0,0,0
21820,19323,121,1926,24,51,10,2,0,0,4,0
21821,19466,100,1926,40,46,7,0,0,0,4,0
21822,19482,42,1926,155,571,175,24,20,6,78,3
21823,19596,100,1926,54,54,19,3,0,0,1,1
21824,19598,107,1926,144,536,180,35,22,8,79,11
21825,19606,93,1926,22,31,10,2,0,0,3,0
21826,19640,52,1926,100,311,78,8,6,0,34,8
21827,19655,121,1926,9,14,5,0,0,0,2,0
21828,19807,100,1926,75,174,49,8,1,4,23,2
21829,19810,31,1926,3,1,1,0,0,0,0,0
21830,19827,52,1926,36,73,15,3,1,0,7,1
21831,19840,14,1926,134,490,136,18,11,3,57,6
21832,19842,15,1926,39,38,8,1,0,0,5,0
21833,19844,103,1926,1,4,0,0,0,0,0,0
21834,19865,14,1926,32,64,17,1,0,1,6,0
21835,19907,22,1926,111,411,119,31,2,5,35,4
21836,19954,52,1926,36,91,23,1,3,0,10,0
21837,20106,103,1926,107,336,116,13,4,18,53,2
21838,20149,120,1926,108,347,97,15,7,17,74,5
21839,20153,100,1926,13,9,2,0,0,0,0,0
21840,20154,22,1926,12,5,1,1,0,0,0,0
21841,20196,103,1926,47,52,11,1,0,0,2,0
21842,20235,14,1926,87,236,56,11,3,0,23,3
21843,20242,31,1926,142,529,170,36,8,21,109,10
21844,20249,103,1926,90,279,85,10,2,4,32,3
21845,20288,15,1926,37,59,5,0,0,0,4,0
21846,20306,120,1926,42,61,14,4,0,0,5,0
21847,20308,15,1926,43,69,15,3,0,0,3,0
21848,20309,52,1926,108,298,84,19,0,1,45,4
21849,20311,42,1926,7,10,2,0,0,0,1,0
21850,20345,88,1926,5,10,2,0,0,0,0,0
21851,20367,22,1926,63,85,22,1,1,0,3,1
21852,20402,14,1926,1,3,0,0,0,0,1,0
21853,20412,52,1926,67,146,34,5,0,0,15,0
21854,20512,107,1926,119,458,141,15,15,8,77,6
21855,20531,103,1926,112,368,113,23,1,7,57,5
21856,20575,103,1926,1,1,0,0,0,0,0,0
21857,20584,107,1926,43,74,17,5,2,0,4,0
21858,20674,88,1926,95,372,114,12,5,4,43,21
21859,20691,120,1926,34,86,23,4,1,1,5,0
21860,20699,15,1926,30,49,8,0,0,0,3,0
21861,20768,42,1926,53,94,23,2,1,0,3,3
21862,104,31,1927,146,647,189,17,7,0,49,26
21863,105,120,1927,88,259,69,11,3,0,29,1
21864,194,107,1927,35,96,21,5,0,0,9,0
21865,206,121,1927,37,94,23,3,1,0,6,0
21866,233,42,1927,111,359,106,26,4,2,20,12
21867,467,42,1927,6,11,6,0,0,0,1,0
21868,588,144,1927,1,1,0,0,0,0,0,0
21869,591,103,1927,44,83,17,1,1,1,11,1
21870,620,46,1927,16,43,11,4,1,0,7,0
21871,672,103,1927,1,2,0,0,0,0,0,0
21872,749,100,1927,5,6,1,0,0,0,2,0
21873,770,103,1927,6,16,5,0,0,0,1,0
21874,793,120,1927,21,28,1,1,0,0,0,0
21875,798,14,1927,111,375,91,13,4,1,31,5
21876,880,34,1927,18,19,3,3,0,0,5,0
21877,895,22,1927,18,23,5,0,0,0,0,0
21878,901,144,1927,3,11,4,1,0,0,0,0
21879,909,88,1927,35,83,9,0,0,0,4,0
21880,910,107,1927,108,360,115,23,4,3,54,2
21881,931,34,1927,147,556,159,35,9,4,83,20
21882,932,22,1927,99,355,92,10,2,5,38,1
21883,970,107,1927,1,2,0,0,0,0,0,0
21884,1008,52,1927,81,200,57,7,0,0,24,1
21885,1020,100,1927,9,38,9,2,2,0,2,3
21886,1043,34,1927,6,8,3,0,1,0,0,0
21887,1092,93,1927,1,0,0,0,0,0,0,0
21888,1133,120,1927,3,4,1,0,0,0,1,0
21889,1136,31,1927,117,391,101,20,5,2,44,0
21890,1156,42,1927,4,1,0,0,0,0,0,0
21891,1230,121,1927,25,11,1,0,0,0,0,0
21892,1242,121,1927,115,390,101,26,6,9,65,5
21893,1277,93,1927,31,85,21,3,3,0,10,0
21894,1289,15,1927,4,3,0,0,0,0,0,0
21895,1292,120,1927,93,256,68,12,2,3,30,6
21896,1307,88,1927,8,9,2,0,0,1,2,0
21897,1310,14,1927,11,18,4,1,0,0,4,0
21898,1310,88,1927,31,50,8,0,0,0,3,0
21899,1333,144,1927,9,15,4,0,0,0,1,0
21900,1347,34,1927,35,69,17,4,0,0,4,0
21901,1480,52,1927,10,27,7,1,0,0,1,0
21902,1508,100,1927,117,372,103,15,1,0,22,8
21903,1537,34,1927,1,1,1,0,0,0,1,0
21904,1545,121,1927,61,180,57,8,5,2,29,3
21905,1547,120,1927,1,3,1,1,0,0,1,0
21906,1563,31,1927,32,83,16,0,0,0,3,0
21907,1589,34,1927,38,80,15,5,1,3,14,0
21908,1635,144,1927,146,503,138,21,10,1,66,15
21909,1638,52,1927,112,365,95,17,9,1,42,13
21910,1699,120,1927,3,3,1,1,0,0,1,0
21911,1702,100,1927,118,370,115,18,8,1,52,8
21912,1727,88,1927,3,0,0,0,0,0,0,0
21913,1760,34,1927,29,53,12,4,0,1,11,0
21914,1819,121,1927,152,574,174,31,15,19,124,8
21915,1931,15,1927,6,7,3,0,0,0,1,0
